Player,Site,Hands,VPIP,PFR,CC,Limp nSB,3Bet nAI,F3Bet,WTSD no AI%,WWSF no AI,WS HU,LS HU,WN HU,LN HU,Bet R HU,Fold to R Bet HU,All-In Adj BB/100,EV -60bb,NonSD,BB Won,Cluster
Pkerbeast,888 Poker,276,29.35,16.6,16.42,7.08,3.33,100.0,24.53,45.28,11.11,18.52,44.44,25.93,33.33,20.0,-24.66,-10.33,-0.33,-47.46,0
Biggatron600,888 Poker,276,43.07,18.77,28.13,12.5,1.69,0.0,34.72,27.78,31.25,12.5,25.0,31.25,0.0,33.33,-54.18,-51.19,-19.08,-125.37,14
skalduskub,888 Poker,276,18.84,11.03,0.0,0.0,4.0,100.0,17.24,31.03,9.52,9.52,23.81,57.14,0.0,50.0,-18.4,-20.8,-21.46,-79.6,16
HugoGomes57,888 Poker,276,38.6,12.5,39.02,21.55,3.03,0.0,41.67,38.1,20.0,24.0,20.0,36.0,52.38,44.44,4.31,11.47,-4.58,-66.08,15
asket38,888 Poker,276,22.14,11.99,17.5,2.33,4.92,75.0,25.0,34.09,14.29,9.52,28.57,47.62,38.46,80.0,10.33,10.1,-11.57,23.16,16
PriamKing87,888 Poker,276,27.64,3.8,10.87,23.08,0.0,31.82,32.14,39.29,17.39,17.39,26.09,39.13,75.0,50.0,-16.07,-16.07,-19.31,-27.82,13
LeskoB,888 Poker,276,11.03,6.74,5.13,0.86,0.0,0.0,40.0,35.0,25.0,25.0,12.5,37.5,0.0,50.0,-29.89,-21.3,-24.65,-41.22,14
kat87_qc,888 Poker,276,19.27,9.85,24.14,1.61,0.0,0.0,34.09,34.09,15.79,10.53,26.32,47.37,28.57,49.5,-19.86,-46.4,-38.03,-17.62,17
Kungdia,888 Poker,276,20.8,8.95,13.16,7.84,0.0,0.0,43.59,51.28,41.18,5.88,35.29,17.65,55.56,25.0,1.38,1.38,-16.26,-26.31,14
DGPKR14,888 Poker,276,29.82,14.39,16.36,6.48,7.79,20.0,42.86,38.1,23.08,38.46,19.23,19.23,37.5,16.67,-22.67,-41.31,-6.57,-169.13,19
ericzeu,888 Poker,276,37.0,6.08,19.51,41.49,0.0,31.82,22.89,33.73,20.0,10.0,20.0,50.0,55.0,55.56,-99.45,-70.8,-7.12,-400.19,15
Gunnernels0n,888 Poker,276,32.12,4.44,36.0,26.98,0.0,0.0,38.03,35.21,24.32,13.51,8.11,54.05,35.29,50.0,-38.57,-52.31,-49.4,116.06,15
Flowbr,888 Poker,276,57.51,33.21,22.22,20.37,5.56,0.0,29.47,44.21,12.73,14.55,36.36,36.36,86.36,57.14,6.42,-2.92,-5.38,-66.68,2
Akibalboa,888 Poker,276,52.73,14.55,42.11,39.37,3.51,0.0,22.92,44.79,9.38,9.38,56.25,25.0,60.0,42.86,33.67,52.47,28.55,140.63,2
Loubit1972,888 Poker,276,34.78,17.28,38.1,0.93,0.0,57.14,31.08,33.78,16.67,12.5,33.33,37.5,61.54,20.0,6.71,-14.66,-27.08,-29.54,7
JRBD1,888 Poker,276,24.26,18.66,5.45,0.0,4.94,44.44,17.07,43.9,10.0,6.67,40.0,43.33,50.0,66.67,56.03,-12.73,0.41,122.06,3
Daium,888 Poker,276,20.07,12.83,9.26,0.0,5.26,100.0,43.59,41.03,28.57,9.52,28.57,33.33,41.67,33.33,-14.41,-9.08,-15.86,-22.0,7
Gus12,888 Poker,276,81.99,11.03,70.37,76.11,9.3,0.0,31.35,32.97,19.72,19.72,26.76,33.8,77.55,72.73,-180.33,-172.85,-70.29,-432.54,12
Alexandru10f,888 Poker,276,66.42,14.44,59.52,58.82,8.47,0.0,34.46,42.57,12.5,25.0,41.67,20.83,43.24,36.36,-132.23,-149.1,-41.53,-192.43,12
Znoika,888 Poker,276,47.64,13.48,32.65,27.12,4.69,40.0,32.61,42.39,17.14,11.43,34.29,37.14,50.0,25.0,69.94,40.14,5.36,109.43,2
Chowmein7777,888 Poker,276,64.6,34.48,35.19,12.3,6.33,21.43,34.31,49.02,12.5,23.21,46.43,17.86,73.91,0.0,-38.46,-51.23,48.01,15.41,9
pokerhaven7,888 Poker,276,23.79,7.94,15.0,16.67,0.0,0.0,40.48,40.48,4.76,23.81,28.57,42.86,66.67,50.0,-17.6,-9.11,-20.3,-39.14,13
Boglarizozo1,888 Poker,276,14.34,10.2,8.2,1.94,0.0,0.0,22.22,16.67,0.0,12.5,12.5,75.0,0.0,50.0,-35.27,-33.48,-28.38,-110.41,17
UA888Beda,888 Poker,276,31.64,15.44,14.29,8.55,8.7,33.33,32.31,33.85,11.54,11.54,15.38,61.54,36.36,44.44,-7.57,-166.16,-39.87,-90.7,16
Luckyboy8205,888 Poker,276,26.64,7.52,21.15,19.64,2.53,100.0,31.58,33.33,20.0,10.0,10.0,60.0,66.67,100.0,-7.37,-16.44,-17.67,-151.49,16
HaiCoaie,888 Poker,275,26.91,19.78,7.84,0.0,10.98,25.0,29.55,45.45,8.0,12.0,44.0,36.0,60.0,33.33,83.22,3.79,18.36,260.33,8
JohannesMayr,888 Poker,275,26.47,6.92,10.87,15.6,1.56,0.0,29.31,27.59,15.38,15.38,26.92,42.31,60.0,50.0,-28.56,-34.34,-36.95,-55.11,13
Balou1971,888 Poker,275,31.87,20.93,24.32,4.84,3.28,33.33,38.46,61.54,10.0,13.33,66.67,10.0,68.75,28.57,-7.82,29.15,22.63,3.86,11
Lucky8888s,888 Poker,275,22.34,12.08,12.24,0.82,3.13,20.0,26.09,32.61,6.25,12.5,9.38,71.88,25.0,25.0,6.96,8.84,-31.33,52.69,17
MardellMarv,888 Poker,275,51.46,10.74,40.48,41.67,6.33,0.0,34.65,41.58,24.0,12.0,28.0,36.0,40.0,44.44,36.71,-78.89,-41.97,79.99,12
Jw8686,888 Poker,275,13.19,0.77,12.07,14.53,0.0,31.82,27.27,39.39,0.0,15.38,30.77,53.85,66.67,50.0,-46.72,-38.9,-22.4,-123.8,13
Frequenzer,888 Poker,275,45.59,18.01,29.41,24.17,13.73,25.0,39.29,45.24,27.5,15.0,27.5,30.0,61.11,30.0,-7.78,-5.94,6.73,32.37,2
Sogalsquid14,888 Poker,275,37.73,14.07,29.09,21.93,4.82,0.0,17.81,32.88,15.15,6.06,24.24,54.55,66.67,88.89,-14.9,-77.16,-19.26,66.27,13
VilladsFW24,888 Poker,275,27.64,19.93,6.0,0.0,9.33,40.0,26.79,35.71,9.68,19.35,35.48,35.48,50.0,40.0,-77.9,9.01,-73.76,-236.01,4
AlexAbiFfm,888 Poker,275,51.13,21.24,27.03,14.29,8.0,54.55,28.13,46.88,17.24,6.9,31.03,44.83,65.52,50.0,116.5,16.51,-11.08,308.23,6
LijunJ,888 Poker,275,47.45,16.98,45.45,32.46,7.04,33.33,31.4,37.21,15.38,17.95,23.08,43.59,35.29,69.23,-48.22,-13.53,-33.86,-125.53,2
Admiraler,888 Poker,275,9.93,5.66,1.79,4.51,0.0,31.82,20.0,33.33,14.29,0.0,28.57,57.14,0.0,50.0,-41.82,-29.57,-25.93,-6.54,1
ODERSO74,888 Poker,275,61.9,5.32,64.15,55.28,0.0,25.0,33.1,45.52,16.42,19.4,38.81,25.37,45.45,63.64,-13.33,-7.42,-1.96,-8.73,12
MrBoAndersen,888 Poker,275,32.84,19.92,21.15,0.0,8.0,0.0,28.0,46.0,21.74,17.39,47.83,13.04,53.85,57.14,18.42,-45.49,35.5,-73.01,19
GPMG.,888 Poker,275,18.55,8.0,5.17,6.09,3.33,100.0,36.59,41.46,26.32,10.53,26.32,36.84,33.33,100.0,-35.72,-24.02,-18.55,-223.42,1
Lenamadre1,888 Poker,275,12.73,6.59,0.0,5.26,5.88,50.0,14.29,38.1,0.0,0.0,33.33,66.67,50.0,100.0,7.13,-13.65,-15.2,197.87,16
Starlord1973,888 Poker,275,59.19,16.42,47.83,44.83,5.71,50.0,20.47,30.71,8.06,8.06,30.65,53.23,61.54,71.43,-17.66,-23.79,-26.83,165.43,12
Thaghost2,888 Poker,275,72.06,5.54,52.94,78.15,1.43,31.82,61.36,40.34,23.08,35.38,23.08,18.46,17.39,27.27,-369.51,-103.02,-34.11,-499.87,12
Cordeir0,888 Poker,275,23.72,11.44,10.53,0.0,1.28,57.14,30.61,34.69,13.79,20.69,34.48,31.03,54.55,0.0,-50.96,-53.75,-0.81,-170.37,19
Clint187,888 Poker,275,35.06,7.58,39.13,14.81,0.0,0.0,36.47,44.71,31.25,18.75,18.75,31.25,28.57,63.64,49.14,19.37,-18.22,144.4,15
Lilie7773,888 Poker,275,33.33,16.35,10.26,10.19,5.45,0.0,48.39,43.55,25.93,18.52,29.63,25.93,53.85,50.0,-12.48,-13.15,-12.69,-113.94,14
ronanpreeor,888 Poker,275,31.14,18.11,17.95,3.48,6.06,28.57,29.31,46.55,17.24,6.9,34.48,41.38,9.09,60.0,32.32,24.71,-15.79,159.52,10
Drkhrlm,888 Poker,275,60.0,6.62,53.7,57.89,4.55,0.0,28.57,23.81,9.43,20.75,18.87,50.94,35.71,53.85,-80.63,20.64,-59.56,-362.04,12
Hendoarch007,888 Poker,275,30.4,22.01,11.36,0.0,3.03,57.14,21.43,42.86,20.0,4.0,40.0,36.0,45.45,100.0,19.21,41.32,-16.33,31.74,3
naffytaffy,888 Poker,275,19.27,0.74,26.67,16.81,0.0,31.82,45.61,40.35,30.43,21.74,17.39,30.43,35.0,71.43,-26.11,-41.08,-36.09,-134.91,14
Rafa8818,888 Poker,275,31.75,24.72,10.42,0.0,14.67,30.0,35.29,62.75,21.95,12.2,51.22,14.63,76.92,20.0,-43.77,-60.1,28.7,66.22,4
nitroranger1,888 Poker,275,35.27,9.67,27.94,19.27,0.99,0.0,15.49,26.76,7.89,5.26,21.05,65.79,30.77,60.0,-61.18,-75.25,-43.34,-154.74,17
Falkenauge,888 Poker,275,69.0,18.89,72.22,43.48,4.92,20.0,24.84,44.44,6.78,15.25,40.68,37.29,59.38,64.29,42.71,50.54,47.94,191.11,12
mahaximilian,888 Poker,275,33.58,9.19,26.42,25.71,1.35,0.0,38.24,44.12,14.81,18.52,48.15,18.52,77.78,28.57,-54.79,-29.87,-4.28,-228.44,2
Cocoi9Sandu,888 Poker,275,84.07,6.32,82.35,84.35,6.1,31.82,45.27,30.35,28.57,24.18,8.79,38.46,6.9,40.74,-191.61,-66.7,-122.22,-696.71,12
marcossdp,888 Poker,275,17.52,8.86,10.91,0.0,0.0,50.0,28.13,25.0,11.76,17.65,23.53,47.06,0.0,66.67,-22.72,-23.52,-32.56,-16.17,1
wfregati,888 Poker,275,37.96,14.13,24.49,19.19,0.0,0.0,26.25,28.75,3.45,31.03,41.38,24.14,57.14,71.43,-116.89,-55.42,-27.12,-374.6,2
CuoreGranata,888 Poker,275,46.72,7.06,27.91,44.76,3.28,0.0,33.33,31.11,16.67,33.33,13.33,36.67,78.57,50.0,-45.95,-41.51,-51.01,-261.84,12
chingizzz,888 Poker,275,25.91,4.48,17.39,25.0,1.1,0.0,24.62,40.0,21.43,3.57,28.57,46.43,42.11,66.67,15.55,-10.34,-34.39,49.27,17
greenrush87,888 Poker,274,21.69,12.45,10.0,1.85,0.0,33.33,24.24,30.3,6.25,25.0,31.25,37.5,71.43,100.0,-2.89,-2.89,-16.16,-19.47,18
pokerchamp36,888 Poker,274,48.35,35.45,28.21,6.72,13.33,16.67,39.47,46.05,10.0,25.0,37.5,27.5,88.89,44.44,4.76,40.87,18.98,-214.75,9
adam_afc,888 Poker,274,45.93,13.16,30.0,17.21,3.85,0.0,34.74,40.0,17.65,19.61,35.29,27.45,52.78,60.0,-134.57,8.65,-56.4,-423.42,2
pearlmoose8,888 Poker,274,30.51,18.28,11.76,0.0,1.35,50.0,27.27,47.27,20.69,6.9,41.38,31.03,41.67,20.0,23.88,-84.03,25.53,138.81,7
Sharikov82,888 Poker,274,22.99,8.86,14.49,3.85,3.16,0.0,21.82,27.27,3.7,14.81,29.63,51.85,44.44,75.0,-2.86,-7.7,-9.35,-61.06,18
Tarzan1996,888 Poker,274,25.56,5.32,23.26,20.0,2.74,31.82,27.69,49.23,13.51,18.92,37.84,29.73,61.54,66.67,-14.35,1.27,16.64,-132.01,13
Katki89,888 Poker,274,26.84,20.22,2.33,0.0,7.79,33.33,27.27,38.18,17.07,9.76,26.83,46.34,46.15,57.14,41.67,42.92,-10.18,152.72,10
Volchara,888 Poker,274,35.53,24.91,7.69,0.81,6.67,73.33,14.29,46.43,0.0,17.14,54.29,28.57,57.14,0.0,13.23,-5.51,22.49,31.51,4
cyprea,888 Poker,274,39.85,14.34,19.23,21.49,2.41,11.11,34.09,48.86,21.62,16.22,35.14,27.03,66.67,25.0,61.75,-11.26,15.4,348.03,2
Turnerman15,888 Poker,274,49.25,0.41,51.28,56.44,0.0,31.82,30.77,32.48,21.43,14.29,23.81,40.48,68.42,44.44,-81.28,-26.34,-113.45,-268.36,12
Nedkelly1st,888 Poker,274,26.3,7.63,21.62,15.15,7.84,50.0,38.98,25.42,12.5,25.0,6.25,56.25,40.0,71.43,-116.28,-20.86,-116.7,-273.69,17
Stefano_99,888 Poker,274,24.26,13.41,2.33,7.56,0.0,0.0,26.47,41.18,14.29,35.71,28.57,21.43,0.0,0.0,21.13,-16.36,-2.78,-28.34,19
amena776,888 Poker,274,30.77,7.35,25.86,20.72,1.12,100.0,17.19,34.38,8.0,16.0,28.0,48.0,83.33,33.33,-37.13,19.1,-33.99,-209.35,13
TSappier,888 Poker,274,34.81,1.93,24.53,33.85,0.0,31.82,30.95,36.9,23.91,10.87,23.91,41.3,50.0,33.33,30.6,14.13,-59.58,114.4,15
Hot_Flops,888 Poker,274,28.83,15.61,21.05,0.0,5.88,30.0,21.82,32.73,13.33,6.67,30.0,50.0,50.0,75.0,-15.66,1.07,16.73,33.35,16
dollseyes,888 Poker,274,20.96,6.02,9.62,17.97,0.0,50.0,18.92,37.84,4.76,9.52,38.1,47.62,50.0,49.5,5.86,4.91,-15.96,55.91,13
adamata13,888 Poker,274,16.54,0.0,20.0,13.27,0.0,31.82,34.15,34.15,19.05,19.05,28.57,33.33,90.91,0.0,-50.0,-69.27,-42.26,-137.0,14
popoviciedua,888 Poker,274,46.64,12.08,33.33,22.03,3.49,20.0,23.3,55.34,17.39,13.04,46.38,23.19,80.65,42.86,-3.22,68.19,-21.32,-36.45,2
GregPech1,888 Poker,274,27.21,16.48,25.0,0.0,3.33,33.33,27.27,34.09,12.5,12.5,33.33,41.67,28.57,66.67,12.28,12.28,-20.15,90.22,16
buko0071,888 Poker,274,17.22,8.33,9.09,7.63,1.27,0.0,30.3,45.45,20.0,15.0,40.0,25.0,60.0,0.0,-18.08,-18.08,-14.42,-18.44,14
victor5600,888 Poker,274,27.57,5.66,25.0,18.97,0.0,31.82,42.31,40.38,18.75,25.0,37.5,18.75,33.33,40.0,-26.58,-27.4,-38.38,-112.92,14
oliver369x,888 Poker,274,45.05,8.63,40.91,42.34,0.0,0.0,35.42,41.67,18.87,16.98,35.85,28.3,52.94,0.0,-76.31,21.91,6.44,-274.16,12
Eve7714,888 Poker,274,49.82,6.74,31.48,44.55,0.0,0.0,30.28,43.12,11.9,16.67,47.62,23.81,63.64,36.36,-33.93,-28.79,-17.55,-166.87,12
rydlewicz00,888 Poker,273,51.29,2.27,29.17,60.0,0.0,31.82,20.66,31.4,11.76,8.82,32.35,47.06,100.0,0.0,-34.62,-14.08,-22.56,-86.68,12
Roben099,888 Poker,273,38.52,2.27,25.64,34.71,0.0,0.0,33.67,43.88,23.68,10.53,23.68,42.11,36.36,46.67,142.52,-3.66,-54.2,389.35,15
RobertJ,888 Poker,273,45.76,6.08,26.92,46.61,4.23,31.82,21.05,45.26,2.17,13.04,41.3,43.48,71.43,77.78,2.59,5.31,17.89,69.12,12
Cavalito_,888 Poker,273,28.57,19.4,6.56,0.86,2.17,25.0,21.05,43.86,12.5,12.5,37.5,37.5,38.46,75.0,27.41,11.92,-32.58,141.33,10
wakestorm,888 Poker,273,23.53,9.67,15.56,6.31,6.15,33.33,20.75,28.3,10.0,5.0,15.0,70.0,55.56,75.0,26.55,3.43,-18.7,-106.56,16
Dantorr42,888 Poker,273,44.85,7.41,30.0,42.61,5.26,100.0,26.09,43.48,14.29,8.57,57.14,20.0,57.89,55.56,-55.89,-133.86,-66.85,-598.29,2
DTW94,888 Poker,273,9.67,6.85,4.35,0.0,5.75,40.0,29.41,41.18,25.0,8.33,33.33,33.33,66.67,50.0,-22.5,-54.54,-30.6,-39.22,1
Tinodk1,888 Poker,273,59.63,31.92,26.32,27.52,17.91,0.0,39.02,45.12,20.51,23.08,35.9,20.51,37.5,20.0,7.48,27.68,35.81,-112.04,9
xinfinity88,888 Poker,273,18.96,10.8,9.52,0.94,3.92,0.0,44.44,17.78,21.43,35.71,7.14,35.71,8.33,60.0,-125.28,-111.74,-26.78,-348.62,14
Ldpistolero,888 Poker,273,40.66,20.3,27.78,5.08,5.77,0.0,30.61,44.9,11.43,14.29,45.71,28.57,54.55,33.33,-7.91,25.79,21.53,17.04,11
jokaui,888 Poker,273,53.31,25.1,34.92,16.52,10.0,30.0,29.07,36.05,18.37,12.24,32.65,36.73,38.1,83.33,78.91,8.43,-30.72,-232.45,9
Splr82,888 Poker,273,17.28,5.17,10.0,11.82,0.0,0.0,14.29,22.86,8.33,16.67,25.0,50.0,20.0,66.67,33.67,-10.28,-1.19,66.61,17
preot73,888 Poker,273,45.79,10.82,35.0,26.72,5.8,0.0,33.94,35.78,13.33,22.22,31.11,33.33,66.67,58.33,-130.84,-56.81,-8.31,-603.39,2
oksanaxx69,888 Poker,273,25.64,17.65,12.31,0.0,12.5,42.86,24.44,40.0,21.43,10.71,25.0,42.86,30.0,66.67,9.95,10.5,-4.35,-0.68,10
CerebralTrip,888 Poker,273,16.73,9.92,16.67,0.8,1.3,31.82,21.21,48.48,10.0,10.0,45.0,35.0,0.0,100.0,25.12,25.14,-13.45,58.98,16
Yayyyy,888 Poker,273,59.78,5.99,30.56,65.85,1.69,31.82,35.71,29.37,31.25,6.25,12.5,50.0,34.78,43.75,-187.37,-55.65,-63.08,-768.38,12
illadin2222,888 Poker,273,63.06,33.96,33.33,23.68,17.39,0.0,32.0,40.0,18.37,16.33,36.73,28.57,46.15,14.29,123.35,-139.51,66.17,214.92,9
TurfMore867,888 Poker,273,29.26,15.04,14.29,0.0,6.85,0.0,32.81,50.0,22.5,7.5,35.0,35.0,33.33,40.0,80.14,45.7,7.7,231.13,7
Gallo809,888 Poker,273,11.4,8.71,0.0,0.0,0.0,0.0,35.29,41.18,11.11,22.22,22.22,44.44,0.0,33.33,-17.77,-15.08,-32.94,-16.16,14
P0onPlat0on1,888 Poker,273,48.71,10.37,33.87,39.47,3.37,0.0,30.39,43.14,16.36,16.36,29.09,38.18,70.59,22.22,-35.25,-32.67,18.79,-17.11,12
Thecooon,888 Poker,273,30.97,6.1,16.22,23.73,3.85,25.0,32.14,42.86,16.67,13.33,33.33,36.67,70.0,75.0,-16.83,-17.32,-18.38,-0.29,13
Grondola16,888 Poker,273,29.67,3.41,25.0,31.97,3.33,31.82,20.29,53.62,6.67,10.0,46.67,36.67,87.5,77.78,-0.9,-2.12,1.89,5.85,13
THEBOSS1982,888 Poker,273,40.0,8.46,35.9,34.13,1.37,0.0,22.78,51.9,17.39,10.87,45.65,26.09,68.42,42.86,19.53,8.3,15.41,22.98,2
Izno7,888 Poker,273,24.54,10.78,16.28,0.0,1.82,50.0,27.78,33.33,11.11,16.67,27.78,44.44,25.0,0.0,23.16,24.53,-1.25,105.47,7
Raeraepkr,888 Poker,273,31.73,14.34,31.43,1.8,3.13,50.0,33.33,42.67,18.6,9.3,34.88,37.21,42.86,50.0,42.45,38.05,-31.24,54.84,10
Thekiddie,888 Poker,273,23.25,6.77,13.16,10.34,3.45,0.0,44.07,38.98,25.0,35.0,20.0,20.0,71.43,25.0,52.56,62.88,-38.1,-130.51,14
Joshparker22,888 Poker,273,56.46,18.99,34.69,33.06,7.25,0.0,38.54,51.04,15.38,21.15,34.62,28.85,69.23,36.36,-19.46,2.97,31.57,-284.02,2
Lexie0619,888 Poker,273,23.79,8.98,10.26,12.28,5.88,50.0,35.29,39.22,26.09,26.09,34.78,13.04,54.55,0.0,7.17,8.13,-2.74,104.07,19
ch4ky21,888 Poker,273,11.19,6.3,0.0,10.28,0.0,31.82,53.85,38.46,60.0,20.0,0.0,20.0,60.0,25.0,-86.47,-15.39,-7.61,-398.17,14
Lucasrohr,888 Poker,273,29.15,1.91,31.48,20.56,0.0,31.82,35.71,22.86,17.39,8.7,17.39,56.52,27.27,44.44,-67.46,-34.97,-68.93,-186.12,17
batatalf,888 Poker,273,29.04,13.43,20.93,8.04,8.06,0.0,20.97,38.71,17.39,17.39,43.48,21.74,77.78,50.0,18.35,-0.62,16.6,29.68,11
valirata69,888 Poker,273,44.81,11.57,27.5,38.68,0.0,31.82,39.13,40.58,13.64,36.36,31.82,18.18,73.33,25.0,-45.41,-45.53,-7.58,-205.91,2
GastonGaG,888 Poker,273,48.52,17.05,44.44,23.53,3.7,0.0,31.58,38.95,15.63,18.75,43.75,21.88,55.0,22.22,-68.02,-13.87,4.02,-214.87,2
Toky2001,888 Poker,273,73.33,14.23,70.45,55.97,1.37,0.0,28.08,39.04,13.92,12.66,31.65,41.77,50.0,50.0,74.91,168.95,-54.59,451.86,12
00shezaad00,888 Poker,273,25.56,13.16,19.64,0.0,1.32,83.33,13.04,34.78,4.55,9.09,54.55,31.82,83.33,50.0,-49.5,-32.09,-12.59,-144.5,3
Sebbeboy,888 Poker,273,19.85,11.65,4.55,0.0,2.86,50.0,24.24,39.39,22.22,5.56,27.78,44.44,57.14,80.0,6.61,9.38,-9.12,17.48,1
yeppi1,888 Poker,273,31.0,20.83,13.89,0.0,7.27,0.0,28.85,34.62,15.0,10.0,30.0,45.0,28.57,62.5,4.25,66.13,9.0,-123.89,6
Hokdog86,888 Poker,273,59.04,15.65,45.16,38.21,2.0,11.11,49.51,42.72,16.67,28.57,40.48,14.29,69.23,0.0,-34.97,-2.57,12.58,-81.9,2
Hackl4563,888 Poker,273,26.94,13.06,24.49,0.91,9.21,40.0,25.93,38.89,21.43,10.71,25.0,42.86,55.56,33.33,27.47,-80.75,-29.71,201.69,7
Jme210187,888 Poker,272,40.22,0.37,29.73,51.26,0.0,31.82,46.67,27.62,24.49,30.61,6.12,38.78,31.43,57.14,-30.37,55.18,-53.96,-59.94,15
BAileyboy38,888 Poker,272,18.45,2.97,15.79,16.13,0.0,0.0,23.81,40.48,17.24,6.9,34.48,41.38,54.55,66.67,-34.97,-27.9,-31.52,-17.73,17
Kismaros86,888 Poker,272,19.93,6.79,6.52,15.38,0.0,31.82,26.83,34.15,17.39,8.7,30.43,43.48,50.0,0.0,-80.21,-32.32,-8.33,-214.35,17
ramram7,888 Poker,272,19.26,16.17,0.0,0.0,9.09,50.0,28.57,28.57,0.0,23.81,28.57,47.62,0.0,20.0,-17.12,0.18,2.65,4.3,0
a11artem,888 Poker,272,51.84,10.37,30.36,38.66,7.23,0.0,27.72,53.47,7.69,11.54,55.77,25.0,63.64,75.0,71.63,151.2,43.69,-1.97,2
Popster,888 Poker,272,14.02,10.16,0.0,0.0,1.41,66.67,16.67,38.89,9.09,9.09,27.27,54.55,33.33,100.0,-4.73,-4.73,-15.52,-59.3,16
Addidowling,888 Poker,272,72.69,16.73,58.97,57.48,4.92,0.0,39.2,42.4,18.33,21.67,35.0,25.0,54.55,11.11,-57.18,-6.32,6.09,-62.83,12
samsungon,888 Poker,272,18.38,11.03,11.36,0.0,3.51,66.67,18.6,34.88,4.76,19.05,38.1,38.1,50.0,50.0,1.46,-2.32,6.47,-7.32,18
calafato,888 Poker,272,10.78,8.73,2.0,1.82,4.23,100.0,13.64,27.27,7.69,15.38,38.46,38.46,40.0,49.5,-40.13,-28.88,-29.47,-29.75,3
stewball27,888 Poker,272,26.59,8.87,23.68,11.2,6.15,50.0,38.46,51.92,31.43,5.71,31.43,31.43,58.33,33.33,-21.12,4.02,-20.7,-7.15,14
Yoyobrothers,888 Poker,272,17.23,13.67,14.75,0.0,3.26,40.0,23.81,66.67,6.25,18.75,56.25,18.75,50.0,0.0,-51.28,-5.61,-8.17,-142.3,11
Rigglington_,888 Poker,272,22.96,16.48,4.35,3.45,5.56,42.86,37.5,28.13,5.56,44.44,16.67,33.33,30.0,50.0,-83.73,-59.03,-20.81,-339.94,19
Belli01,888 Poker,272,23.22,14.9,8.57,3.6,1.72,100.0,27.66,31.91,8.7,17.39,39.13,34.78,70.0,80.0,-16.45,7.24,-2.1,6.97,3
Onlyonce1912,888 Poker,272,31.6,20.9,13.16,0.0,12.35,50.0,33.9,42.37,24.39,14.63,29.27,31.71,40.0,33.33,29.6,-22.13,-6.87,-97.14,19
Longy1789,888 Poker,272,38.29,14.84,30.23,12.9,0.0,0.0,36.62,43.66,20.69,27.59,34.48,17.24,62.5,50.0,-49.33,-55.23,-14.54,-191.77,19
Zenith05,888 Poker,272,31.11,1.12,20.41,28.21,0.0,31.82,33.77,31.17,19.44,19.44,19.44,41.67,41.18,37.5,-115.9,21.52,-34.6,-311.37,15
Mike2085,888 Poker,272,27.61,10.84,20.51,8.77,1.61,0.0,31.48,46.3,11.54,23.08,50.0,15.38,42.86,50.0,-15.26,5.38,-4.8,-63.8,11
Gossyboy45,888 Poker,272,37.17,13.86,17.02,17.86,4.41,0.0,37.66,45.45,15.38,15.38,38.46,30.77,52.0,50.0,139.72,-62.66,-30.43,25.64,2
SolJaR12,888 Poker,272,36.3,7.63,20.0,30.43,0.0,0.0,32.47,37.66,25.0,9.09,18.18,47.73,53.33,45.45,-8.27,-10.45,-48.98,90.03,15
CARLGOSHY77,888 Poker,272,47.96,27.72,21.74,1.82,7.25,0.0,35.24,45.71,4.55,38.64,47.73,9.09,61.29,16.67,-79.29,-50.09,81.74,-127.73,9
Kafkavelli,888 Poker,272,25.74,11.2,14.29,7.41,2.78,16.67,22.73,47.73,6.9,17.24,44.83,31.03,62.5,25.0,-15.05,-0.8,-10.66,136.23,11
Anglobuga,888 Poker,272,26.2,13.64,9.09,4.59,3.33,83.33,28.57,42.86,10.0,20.0,40.0,30.0,69.23,100.0,-4.67,4.46,-15.61,-81.46,3
Koljac,888 Poker,272,35.32,19.54,22.73,0.88,3.13,66.67,31.75,42.86,14.81,14.81,37.04,33.33,71.43,71.43,18.34,21.59,18.08,-57.26,5
WinningKathy,888 Poker,272,22.59,9.13,13.85,9.73,2.11,0.0,23.91,45.65,4.55,9.09,50.0,36.36,75.0,50.0,26.11,-4.92,6.23,93.39,11
Azastic,888 Poker,272,31.48,10.81,22.22,23.93,3.85,0.0,22.45,42.86,14.29,2.86,37.14,45.71,50.0,100.0,11.07,23.55,-13.72,58.91,13
OGuille,888 Poker,271,21.11,2.62,16.98,17.39,1.33,31.82,28.26,47.83,13.04,13.04,34.78,39.13,80.0,33.33,50.83,22.2,4.23,-1.44,13
Joeyp61289,888 Poker,271,50.93,1.53,45.95,58.97,2.82,31.82,38.84,39.67,16.67,24.07,25.93,33.33,48.72,44.44,-69.56,-61.37,-12.28,-407.64,12
TiburonCC,888 Poker,271,42.42,4.67,40.74,43.4,0.0,31.82,28.26,38.04,25.64,0.0,30.77,43.59,59.09,50.0,-1.05,26.9,-43.7,-89.22,15
BigALsFlush,888 Poker,271,25.75,8.8,17.5,19.05,5.45,0.0,23.44,31.25,0.0,13.79,41.38,44.83,50.0,37.5,-191.4,-129.67,-79.73,-705.32,13
TehWizard,888 Poker,271,44.03,20.87,31.25,22.41,9.52,0.0,31.46,41.57,13.04,19.57,43.48,23.91,45.45,57.14,-7.39,17.85,-3.02,-13.83,2
